RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
VPBTKPK-N2,21,LLCTK4A,22.0,ECRTK2A,170.0,60.0
VPBTKPK-N2,22,ECRTK2A,23.0,DONBN2A,240.0,60.0
VPBTKPK-N2,23,DONBN2A,24.0,CARTK2A,567.0,60.0
VPBTKPK-N2,24,CARTK2A,25.0,TROTK2A,844.0,60.0
VPBTKPK-N2,25,TROTK2A,26.0,CHCTK2A,1017.0,60.0
VPBTKPK-N2,26,CHCTK2A,27.0,VEGTK2A,955.0,60.0
VPBTKPK-N2,27,VEGTK2A,28.0,EROTK2A,208.0,60.0
VPBTKPK-N2,28,EROTK2A,29.0,BEATK2A,223.0,60.0
VPBTKPK-N2,29,BEATK2A,30.0,ABETK2A,321.0,60.0
VPBTKPK-N2,30,ABETK2A,31.0,VLITK2A,928.0,60.0
VPBTKPK-N2,31,VLITK2A,32.0,LPATK2A,385.0,60.0
VPBTKPK-N2,32,LPATK2A,33.0,ICHTK4A,636.0,60.0
VPBTKPK-N2,33,ICHTK4A,34.0,CHBTK2A,62.0,60.0
VPBTKPK-N2,34,CHBTK2A,35.0,BPJTK2A,378.0,60.0
VPBTKPK-N2,35,BPJTK2A,36.0,POTTK2A,572.0,60.0
VPBTKPK-N2,36,POTTK2A,37.0,VUNTK2A,198.0,60.0
VPBTKPK-N2,37,VUNTK2A,38.0,MADTK2A,231.0,60.0
VPBTKPK-N2,38,MADTK2A,39.0,ALATK2A,327.0,60.0
VPBTKPK-N2,39,ALATK2A,40.0,CHAGR2A,306.0,60.0
VPBTKPK-N2,40,CHAGR2A,41.0,EL20S4A,3290.0,60.0
VPBTKPK-N2,41,EL20S4A,42.0,SNJSB4A,6497.0,60.0
VPBTKPK-N2,42,SNJSB4A,43.0,QUBSB4A,7653.0,60.0
VPBTKPK-N2,43,QUBSB4A,44.0,NUPSB4A,8702.0,60.0
VPBTKPK-N2,44,NUPSB4A,45.0,SLLSB4A,1958.0,60.0
VPBTKPK-N2,45,SLLSB4A,46.0,SABSB4A,1668.0,60.0
VPBTKPK-N2,46,SABSB4A,47.0,CATSB4A,4200.0,60.0
VPBTKPK-N2,47,CATSB4A,48.0,PAACO  ,4308.0,60.0
VPBTKPK-N2,48,PAACO  ,48.0,PAACO  ,0.0,0.0
VPBZEC-NA2,1,PACAB  ,2.0,ESTACAA,70.0,40.0
VPBZEC-NA2,2,ESTACAA,2.0,ESTACAA,0.0,0.0
VPC2AL-NA1,1,PACHO  ,2.0,TBABL3A,2556.0,60.0
VPC2AL-NA1,2,TBABL3A,3.0,ALBROCA,2713.0,40.0
VPC2AL-NA1,3,ALBROCA,3.0,ALBROCA,0.0,0.0
VPC4C5-NA1,1,PACHO  ,2.0,C26CT3A,4963.0,40.0
VPC4C5-NA1,2,C26CT3A,3.0,C32CT3A,517.0,60.0
VPC4C5-NA1,3,C32CT3A,4.0,C41CT3A,751.0,60.0
VPC4C5-NA1,4,C41CT3A,5.0,C49CT3A,914.0,60.0
VPC4C5-NA1,5,C49CT3A,6.0,AQGCT3A,967.0,40.0
VPC4C5-NA1,6,AQGCT3A,7.0,HSBCL3A,720.0,60.0
VPC4C5-NA1,7,HSBCL3A,7.0,HSBCL3A,0.0,0.0
VPC4PT-NA1,1,PACHO  ,2.0,C26CT3A,4963.0,40.0
VPC4PT-NA1,2,C26CT3A,3.0,C32CT3A,517.0,60.0
VPC4PT-NA1,3,C32CT3A,4.0,C41CT3A,751.0,60.0
VPC4PT-NA1,4,C41CT3A,5.0,C49CT3A,914.0,60.0
VPC4PT-NA1,5,C49CT3A,6.0,PAICT2A,548.0,60.0
VPC4PT-NA1,6,PAICT2A,7.0,PAICT1A,622.0,60.0
VPC4PT-NA1,7,PAICT1A,7.0,PAICT1A,0.0,0.0
VPC4PU-NA1,1,PACHO  ,2.0,C26CT3A,4963.0,40.0
VPC4PU-NA1,2,C26CT3A,3.0,C32CT3A,517.0,60.0
VPC4PU-NA1,3,C32CT3A,4.0,C41CT3A,751.0,60.0
VPC4PU-NA1,4,C41CT3A,5.0,C49CT3A,914.0,60.0
VPC4PU-NA1,5,C49CT3A,6.0,AQGCT3A,967.0,40.0
VPC4PU-NA1,6,AQGCT3A,7.0,URRACCA,681.0,60.0
VPC4PU-NA1,7,URRACCA,7.0,URRACCA,0.0,0.0
VPCAAED-N1,1,PACHO  ,2.0,TBABL3A,2556.0,60.0
VPCAAED-N1,2,TBABL3A,3.0,DORAD1A,8110.0,60.0
VPCAAED-N1,3,DORAD1A,3.0,DORAD1A,0.0,0.0
VPCCNAC-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNAC-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNAC-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNAC-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNAC-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNAC-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNAC-N2,7,TINCN2A,8.0,OJOAG1A,2700.0,60.0
VPCCNAC-N2,8,OJOAG1A,9.0,IBVTK1A,450.0,60.0
VPCCNAC-N2,9,IBVTK1A,10.0,ESTAN1A,341.0,60.0
VPCCNAC-N2,10,ESTAN1A,10.0,ESTAN1A,0.0,0.0
VPCCNAE-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNAE-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNAE-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNAE-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNAE-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNAE-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNAE-N2,7,TINCN2A,8.0,OJOAG1A,2700.0,60.0
VPCCNAE-N2,8,OJOAG1A,9.0,IBVTK1A,450.0,60.0
VPCCNAE-N2,9,IBVTK1A,10.0,ANDINTA,335.0,20.0
VPCCNAE-N2,10,ANDINTA,11.0,ESTAN2A,230.0,60.0
VPCCNAE-N2,11,ESTAN2A,11.0,ESTAN2A,0.0,0.0
VPCCNAZ-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNAZ-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNAZ-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNAZ-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNAZ-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNAZ-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNAZ-N2,7,TINCN2A,8.0,ETITK3A,2410.0,40.0
VPCCNAZ-N2,8,ETITK3A,9.0,CSITK2A,208.0,60.0
VPCCNAZ-N2,9,CSITK2A,10.0,MILTK2A,978.0,60.0
VPCCNAZ-N2,10,MILTK2A,11.0,CHITK2A,684.0,60.0
VPCCNAZ-N2,11,CHITK2A,12.0,CELTK2A,278.0,60.0
VPCCNAZ-N2,12,CELTK2A,13.0,ZAITK2A,313.0,60.0
VPCCNAZ-N2,13,ZAITK2A,14.0,ULATK2A,240.0,60.0
VPCCNAZ-N2,14,ULATK2A,15.0,ROCTK2A,428.0,60.0
VPCCNAZ-N2,15,ROCTK2A,16.0,PALTK2A,268.0,60.0
VPCCNAZ-N2,16,PALTK2A,17.0,LAJTK2A,463.0,60.0
VPCCNAZ-N2,17,LAJTK2A,18.0,GONTK2A,764.0,60.0
VPCCNAZ-N2,18,GONTK2A,19.0,EBETK2A,538.0,60.0
VPCCNAZ-N2,19,EBETK2A,20.0,FLOTK2A,593.0,60.0
VPCCNAZ-N2,20,FLOTK2A,21.0,CABTK2A,611.0,60.0
VPCCNAZ-N2,21,CABTK2A,22.0,CIUCB2A,793.0,60.0
VPCCNAZ-N2,22,CIUCB2A,23.0,VCUTK2A,586.0,60.0
VPCCNAZ-N2,23,VCUTK2A,24.0,ROQTK2A,327.0,60.0
VPCCNAZ-N2,24,ROQTK2A,25.0,EALCDIA,632.0,30.0
VPCCNAZ-N2,25,EALCDIA,25.0,EALCDIA,0.0,0.0
VPCCNBN-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNBN-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNBN-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNBN-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNBN-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNBN-N2,6,PNACE1A,7.0,GMACN2A,10338.0,80.0
VPCCNBN-N2,7,GMACN2A,8.0,SROCN3A,14310.0,60.0
VPCCNBN-N2,8,SROCN3A,9.0,ECRTK2A,600.0,60.0
VPCCNBN-N2,9,ECRTK2A,10.0,DONBN2A,240.0,60.0
VPCCNBN-N2,10,DONBN2A,10.0,DONBN2A,0.0,0.0
VPCCNC6-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNC6-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNC6-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNC6-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNC6-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNC6-N2,6,PNACE1A,7.0,GMACN2A,10338.0,80.0
VPCCNC6-N2,7,GMACN2A,8.0,SROCN3A,14310.0,60.0
VPCCNC6-N2,8,SROCN3A,9.0,ECRTK2A,600.0,60.0
VPCCNC6-N2,9,ECRTK2A,10.0,DONBN2A,240.0,60.0
VPCCNC6-N2,10,DONBN2A,11.0,CARTK2A,567.0,60.0
VPCCNC6-N2,11,CARTK2A,12.0,TROTK2A,844.0,60.0
VPCCNC6-N2,12,TROTK2A,13.0,CHCTK2A,1017.0,60.0
VPCCNC6-N2,13,CHCTK2A,14.0,VEGTK2A,955.0,60.0
VPCCNC6-N2,14,VEGTK2A,15.0,EROTK2A,208.0,60.0
VPCCNC6-N2,15,EROTK2A,16.0,BEATK2A,223.0,60.0
VPCCNC6-N2,16,BEATK2A,17.0,ABETK2A,321.0,60.0
VPCCNC6-N2,17,ABETK2A,18.0,VLITK2A,928.0,60.0
VPCCNC6-N2,18,VLITK2A,19.0,LPATK2A,385.0,60.0
VPCCNC6-N2,19,LPATK2A,20.0,ICHTK4A,636.0,60.0
VPCCNC6-N2,20,ICHTK4A,21.0,CANCP1A,188.0,40.0
VPCCNC6-N2,21,CANCP1A,21.0,CANCP1A,0.0,0.0
VPCCNCH-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNCH-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNCH-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNCH-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNCH-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNCH-N2,6,PNACE1A,7.0,GMACN2A,10338.0,80.0
VPCCNCH-N2,7,GMACN2A,8.0,SROCN3A,14310.0,60.0
VPCCNCH-N2,8,SROCN3A,9.0,ECRTK2A,600.0,60.0
VPCCNCH-N2,9,ECRTK2A,10.0,DONBN2A,240.0,60.0
VPCCNCH-N2,10,DONBN2A,11.0,CARTK2A,567.0,60.0
VPCCNCH-N2,11,CARTK2A,12.0,TROTK2A,844.0,60.0
VPCCNCH-N2,12,TROTK2A,13.0,CHCTK2A,1017.0,60.0
VPCCNCH-N2,13,CHCTK2A,14.0,VEGTK2A,955.0,60.0
VPCCNCH-N2,14,VEGTK2A,15.0,EROTK2A,208.0,60.0
VPCCNCH-N2,15,EROTK2A,16.0,BEATK2A,223.0,60.0
VPCCNCH-N2,16,BEATK2A,17.0,ABETK2A,321.0,60.0
VPCCNCH-N2,17,ABETK2A,18.0,VLITK2A,928.0,60.0
VPCCNCH-N2,18,VLITK2A,19.0,LPATK2A,385.0,60.0
VPCCNCH-N2,19,LPATK2A,20.0,ICHTK4A,636.0,60.0
VPCCNCH-N2,20,ICHTK4A,21.0,CHBTK2A,62.0,60.0
VPCCNCH-N2,21,CHBTK2A,22.0,BPJTK2A,378.0,60.0
VPCCNCH-N2,22,BPJTK2A,23.0,POTTK2A,572.0,60.0
VPCCNCH-N2,23,POTTK2A,24.0,VUNTK2A,198.0,60.0
VPCCNCH-N2,24,VUNTK2A,25.0,MADTK2A,231.0,60.0
VPCCNCH-N2,25,MADTK2A,26.0,ALATK2A,327.0,60.0
VPCCNCH-N2,26,ALATK2A,27.0,CHAGR2A,306.0,60.0
VPCCNCH-N2,27,CHAGR2A,28.0,CHAGR1A,4747.0,60.0
VPCCNCH-N2,28,CHAGR1A,28.0,CHAGR1A,0.0,0.0
VPCCNE1-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNE1-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNE1-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNE1-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNE1-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNE1-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNE1-N2,7,TINCN2A,8.0,GBICN2A,9256.0,80.0
VPCCNE1-N2,8,GBICN2A,9.0,CVITM2A,3723.0,60.0
VPCCNE1-N2,9,CVITM2A,10.0,ESTLP2A,406.0,40.0
VPCCNE1-N2,10,ESTLP2A,10.0,ESTLP2A,0.0,0.0
VPCCNEA-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNEA-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNEA-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNEA-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNEA-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNEA-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNEA-N2,7,TINCN2A,8.0,ETITK3A,2410.0,40.0
VPCCNEA-N2,8,ETITK3A,9.0,CSITK2A,208.0,60.0
VPCCNEA-N2,9,CSITK2A,10.0,MILTK2A,978.0,60.0
VPCCNEA-N2,10,MILTK2A,11.0,CHITK2A,684.0,60.0
VPCCNEA-N2,11,CHITK2A,12.0,CELTK2A,278.0,60.0
VPCCNEA-N2,12,CELTK2A,13.0,ZAITK2A,313.0,60.0
VPCCNEA-N2,13,ZAITK2A,14.0,ULATK2A,240.0,60.0
VPCCNEA-N2,14,ULATK2A,15.0,ROCTK2A,428.0,60.0
VPCCNEA-N2,15,ROCTK2A,16.0,PALTK2A,268.0,60.0
VPCCNEA-N2,16,PALTK2A,17.0,LAJTK2A,463.0,60.0
VPCCNEA-N2,17,LAJTK2A,18.0,GONTK2A,764.0,60.0
VPCCNEA-N2,18,GONTK2A,19.0,EBETK2A,538.0,60.0
VPCCNEA-N2,19,EBETK2A,20.0,FLOTK2A,593.0,60.0
VPCCNEA-N2,20,FLOTK2A,21.0,CABTK2A,611.0,60.0
VPCCNEA-N2,21,CABTK2A,22.0,MECCB2A,728.0,60.0
VPCCNEA-N2,22,MECCB2A,23.0,JUDCB2A,331.0,40.0
VPCCNEA-N2,23,JUDCB2A,24.0,MELCB2A,441.0,40.0
VPCCNEA-N2,24,MELCB2A,25.0,C4BCB2A,522.0,30.0
VPCCNEA-N2,25,C4BCB2A,26.0,C7BCB2A,337.0,40.0
VPCCNEA-N2,26,C7BCB2A,27.0,TERCB2A,347.0,40.0
VPCCNEA-N2,27,TERCB2A,28.0,BOLIV2A,467.0,40.0
VPCCNEA-N2,28,BOLIV2A,29.0,NATCB3A,246.0,40.0
VPCCNEA-N2,29,NATCB3A,30.0,AVFCB2A,314.0,40.0
VPCCNEA-N2,30,AVFCB2A,31.0,BOLCB2A,246.0,40.0
VPCCNEA-N2,31,BOLCB2A,32.0,AMANE1A,344.0,40.0
VPCCNEA-N2,32,AMANE1A,32.0,AMANE1A,0.0,0.0
VPCCNEC-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNEC-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNEC-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNEC-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNEC-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNEC-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNEC-N2,7,TINCN2A,8.0,ETITK3A,2410.0,40.0
VPCCNEC-N2,8,ETITK3A,9.0,CSITK2A,208.0,60.0
VPCCNEC-N2,9,CSITK2A,10.0,MILTK2A,978.0,60.0
VPCCNEC-N2,10,MILTK2A,11.0,CHITK2A,684.0,60.0
VPCCNEC-N2,11,CHITK2A,12.0,CELTK2A,278.0,60.0
VPCCNEC-N2,12,CELTK2A,13.0,ZAITK2A,313.0,60.0
VPCCNEC-N2,13,ZAITK2A,14.0,ULATK2A,240.0,60.0
VPCCNEC-N2,14,ULATK2A,15.0,ROCTK2A,428.0,60.0
VPCCNEC-N2,15,ROCTK2A,16.0,PALTK2A,268.0,60.0
VPCCNEC-N2,16,PALTK2A,17.0,LAJTK2A,463.0,60.0
VPCCNEC-N2,17,LAJTK2A,18.0,GONTK2A,764.0,60.0
VPCCNEC-N2,18,GONTK2A,19.0,EBETK2A,538.0,60.0
VPCCNEC-N2,19,EBETK2A,20.0,FLOTK2A,593.0,60.0
VPCCNEC-N2,20,FLOTK2A,21.0,CABTK2A,611.0,60.0
VPCCNEC-N2,21,CABTK2A,22.0,ESTACAA,323.0,40.0
VPCCNEC-N2,22,ESTACAA,22.0,ESTACAA,0.0,0.0
VPCCNEP-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNEP-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNEP-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNEP-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNEP-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNEP-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNEP-N2,7,TINCN2A,8.0,FULCB1A,3775.0,40.0
VPCCNEP-N2,8,FULCB1A,9.0,POLIC1A,753.0,30.0
VPCCNEP-N2,9,POLIC1A,10.0,CSTSL2A,65.0,40.0
VPCCNEP-N2,10,CSTSL2A,11.0,ESCSL2A,331.0,30.0
VPCCNEP-N2,11,ESCSL2A,12.0,ET4SL2A,285.0,40.0
VPCCNEP-N2,12,ET4SL2A,13.0,C10SL2A,163.0,40.0
VPCCNEP-N2,13,C10SL2A,14.0,GUASL2A,145.0,40.0
VPCCNEP-N2,14,GUASL2A,15.0,STMSL2A,398.0,30.0
VPCCNEP-N2,15,STMSL2A,16.0,SANTA2A,360.0,40.0
VPCCNEP-N2,16,SANTA2A,17.0,PODERTA,585.0,40.0
VPCCNEP-N2,17,PODERTA,17.0,PODERTA,0.0,0.0
VPCCNLA-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNLA-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNLA-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNLA-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNLA-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNLA-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNLA-N2,7,TINCN2A,8.0,OJOAG1A,2700.0,60.0
VPCCNLA-N2,8,OJOAG1A,9.0,ANDESLA,1187.0,30.0
VPCCNLA-N2,9,ANDESLA,9.0,ANDESLA,0.0,0.0
VPCCNLR-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNLR-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNLR-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNLR-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNLR-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNLR-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNLR-N2,7,TINCN2A,8.0,GBICN2A,9256.0,80.0
VPCCNLR-N2,8,GBICN2A,9.0,CVITM2A,3723.0,60.0
VPCCNLR-N2,9,CVITM2A,10.0,PUEBL4A,434.0,60.0
VPCCNLR-N2,10,PUEBL4A,10.0,PUEBL4A,0.0,0.0
VPCCNM1-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNM1-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNM1-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNM1-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNM1-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNM1-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNM1-N2,7,TINCN2A,8.0,PINCB2A,3567.0,40.0
VPCCNM1-N2,8,PINCB2A,9.0,ISMCB2A,249.0,40.0
VPCCNM1-N2,9,ISMCB2A,10.0,VILCB2A,344.0,40.0
VPCCNM1-N2,10,VILCB2A,11.0,ENTMP2A,630.0,40.0
VPCCNM1-N2,11,ENTMP2A,12.0,CORMP2A,465.0,40.0
VPCCNM1-N2,12,CORMP2A,13.0,MANOP2A,519.0,40.0
VPCCNM1-N2,13,MANOP2A,14.0,MANOP1A,658.0,40.0
VPCCNM1-N2,14,MANOP1A,14.0,MANOP1A,0.0,0.0
VPCCNP7-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNP7-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNP7-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNP7-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNP7-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNP7-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNP7-N2,7,TINCN2A,8.0,FULCB1A,3775.0,40.0
VPCCNP7-N2,8,FULCB1A,9.0,PUESI2A,520.0,40.0
VPCCNP7-N2,9,PUESI2A,10.0,POLSI2A,473.0,30.0
VPCCNP7-N2,10,POLSI2A,10.0,POLSI2A,0.0,0.0
VPCCNPB-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNPB-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNPB-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNPB-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNPB-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNPB-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNPB-N2,7,TINCN2A,8.0,ETITK3A,2410.0,40.0
VPCCNPB-N2,8,ETITK3A,9.0,CSITK2A,208.0,60.0
VPCCNPB-N2,9,CSITK2A,10.0,MILTK2A,978.0,60.0
VPCCNPB-N2,10,MILTK2A,11.0,CHITK2A,684.0,60.0
VPCCNPB-N2,11,CHITK2A,12.0,CELTK2A,278.0,60.0
VPCCNPB-N2,12,CELTK2A,13.0,ZAITK2A,313.0,60.0
VPCCNPB-N2,13,ZAITK2A,14.0,ULATK2A,240.0,60.0
VPCCNPB-N2,14,ULATK2A,15.0,ROCTK2A,428.0,60.0
VPCCNPB-N2,15,ROCTK2A,16.0,PALTK2A,268.0,60.0
VPCCNPB-N2,16,PALTK2A,17.0,LAJTK2A,463.0,60.0
VPCCNPB-N2,17,LAJTK2A,18.0,GONTK2A,764.0,60.0
VPCCNPB-N2,18,GONTK2A,19.0,EBETK2A,538.0,60.0
VPCCNPB-N2,19,EBETK2A,20.0,FLOTK2A,593.0,60.0
VPCCNPB-N2,20,FLOTK2A,21.0,CABTK2A,611.0,60.0
VPCCNPB-N2,21,CABTK2A,22.0,PACAB  ,393.0,40.0
VPCCNPB-N2,22,PACAB  ,22.0,PACAB  ,0.0,0.0
VPCCNPN-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNPN-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNPN-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNPN-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNPN-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNPN-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNPN-N2,7,TINCN2A,8.0,FULCB1A,3775.0,40.0
VPCCNPN-N2,8,FULCB1A,9.0,POLIC1A,753.0,30.0
VPCCNPN-N2,9,POLIC1A,9.0,POLIC1A,0.0,0.0
VPCCNPO-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNPO-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNPO-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNPO-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNPO-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNPO-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNPO-N2,7,TINCN2A,8.0,OJOAG1A,2700.0,60.0
VPCCNPO-N2,8,OJOAG1A,9.0,PAOJO  ,624.0,40.0
VPCCNPO-N2,9,PAOJO  ,9.0,PAOJO  ,0.0,0.0
VPCCNPP-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNPP-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNPP-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNPP-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNPP-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNPP-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNPP-N2,7,TINCN2A,8.0,GBICN2A,9256.0,80.0
VPCCNPP-N2,8,GBICN2A,9.0,CVITM2A,3723.0,60.0
VPCCNPP-N2,9,CVITM2A,10.0,PAPUE  ,196.0,40.0
VPCCNPP-N2,10,PAPUE  ,10.0,PAPUE  ,0.0,0.0
VPCCNPS-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
VPCCNPS-N2,2,LIMAM3A,3.0,CERAM3A,458.0,60.0
VPCCNPS-N2,3,CERAM3A,4.0,MARAM3A,356.0,60.0
VPCCNPS-N2,4,MARAM3A,5.0,ABACE1A,1331.0,60.0
VPCCNPS-N2,5,ABACE1A,6.0,PNACE1A,565.0,40.0
VPCCNPS-N2,6,PNACE1A,7.0,TINCN2A,10752.0,80.0
VPCCNPS-N2,7,TINCN2A,8.0,OJOAG1A,2700.0,60.0
VPCCNPS-N2,8,OJOAG1A,9.0,IBVTK1A,450.0,60.0
VPCCNPS-N2,9,IBVTK1A,10.0,ANDINTA,335.0,20.0
VPCCNPS-N2,10,ANDINTA,11.0,VERAN3A,356.0,40.0
VPCCNPS-N2,11,VERAN3A,12.0,VPESA1A,926.0,30.0
VPCCNPS-N2,12,VPESA1A,12.0,VPESA1A,0.0,0.0
VPCCNS1-N2,1,PACHO  ,2.0,LIMAM3A,1884.0,40.0
