RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
VBICSL2-P1,2,PBAVE4A,3.0,BGEPV1A,303.0,60.0
VBICSL2-P1,3,BGEPV1A,4.0,GATCS1A,5721.0,80.0
VBICSL2-P1,4,GATCS1A,5.0,GMAVI4A,2500.0,60.0
VBICSL2-P1,5,GMAVI4A,6.0,PAICT1A,232.0,60.0
VBICSL2-P1,6,PAICT1A,7.0,AQGCT3A,603.0,40.0
VBICSL2-P1,7,AQGCT3A,8.0,FEBFB3A,655.0,60.0
VBICSL2-P1,8,FEBFB3A,9.0,RHIFB3A,222.0,40.0
VBICSL2-P1,9,RHIFB3A,10.0,IGCME3A,282.0,60.0
VBICSL2-P1,10,IGCME3A,11.0,CRWME3A,195.0,40.0
VBICSL2-P1,11,CRWME3A,12.0,MEBME3A,451.0,60.0
VBICSL2-P1,12,MEBME3A,13.0,LPAVA2A,945.0,60.0
VBICSL2-P1,13,LPAVA2A,13.0,LPAVA2A,0.0,0.0
VBICSMC-N1,1,BALBO1A,2.0,PBAVE4A,87.0,60.0
VBICSMC-N1,2,PBAVE4A,3.0,BGEPV1A,303.0,60.0
VBICSMC-N1,3,BGEPV1A,4.0,GATCS1A,5721.0,80.0
VBICSMC-N1,4,GATCS1A,5.0,GMAVI4A,2500.0,60.0
VBICSMC-N1,5,GMAVI4A,6.0,PAICT1A,232.0,60.0
VBICSMC-N1,6,PAICT1A,7.0,AQGCT3A,603.0,40.0
VBICSMC-N1,7,AQGCT3A,8.0,URRACCA,681.0,60.0
VBICSMC-N1,8,URRACCA,9.0,C39CT3A,521.0,60.0
VBICSMC-N1,9,C39CT3A,10.0,HNICT3A,347.0,60.0
VBICSMC-N1,10,HNICT3A,11.0,BOULECA,519.0,60.0
VBICSMC-N1,11,BOULECA,12.0,MERMACA,790.0,60.0
VBICSMC-N1,12,MERMACA,12.0,MERMACA,0.0,0.0
VBICSPC-N1,1,BALBO1A,2.0,PBAVE4A,87.0,60.0
VBICSPC-N1,2,PBAVE4A,3.0,BGEPV1A,303.0,60.0
VBICSPC-N1,3,BGEPV1A,4.0,GATCS1A,5721.0,80.0
VBICSPC-N1,4,GATCS1A,5.0,GMAVI4A,2500.0,60.0
VBICSPC-N1,5,GMAVI4A,6.0,PAICT1A,232.0,60.0
VBICSPC-N1,6,PAICT1A,7.0,AQGCT3A,603.0,40.0
VBICSPC-N1,7,AQGCT3A,8.0,URRACCA,681.0,60.0
VBICSPC-N1,8,URRACCA,9.0,C39CT3A,521.0,60.0
VBICSPC-N1,9,C39CT3A,10.0,HNICT3A,347.0,60.0
VBICSPC-N1,10,HNICT3A,11.0,BOULECA,519.0,60.0
VBICSPC-N1,11,BOULECA,12.0,PACHO  ,4920.0,40.0
VBICSPC-N1,12,PACHO  ,12.0,PACHO  ,0.0,0.0
VBICSPH-N1,1,BALBO1A,2.0,PBAVE4A,87.0,60.0
VBICSPH-N1,2,PBAVE4A,3.0,BGEPV1A,303.0,60.0
VBICSPH-N1,3,BGEPV1A,4.0,GATCS1A,5721.0,80.0
VBICSPH-N1,4,GATCS1A,5.0,GMAVI4A,2500.0,60.0
VBICSPH-N1,5,GMAVI4A,6.0,PAICT1A,232.0,60.0
VBICSPH-N1,6,PAICT1A,7.0,AQGCT3A,603.0,40.0
VBICSPH-N1,7,AQGCT3A,8.0,URRACCA,681.0,60.0
VBICSPH-N1,8,URRACCA,9.0,C39CT3A,521.0,60.0
VBICSPH-N1,9,C39CT3A,10.0,HNICT3A,347.0,60.0
VBICSPH-N1,10,HNICT3A,11.0,BOULECA,519.0,60.0
VBICSPH-N1,11,BOULECA,12.0,ABACE1A,2673.0,60.0
VBICSPH-N1,12,ABACE1A,13.0,PACUR  ,1615.0,40.0
VBICSPH-N1,13,PACUR  ,13.0,PACUR  ,0.0,0.0
VBICSPT-N1,1,BALBO1A,2.0,PBAVE4A,87.0,60.0
VBICSPT-N1,2,PBAVE4A,3.0,BGEPV1A,303.0,60.0
VBICSPT-N1,3,BGEPV1A,4.0,GATCS1A,5721.0,80.0
VBICSPT-N1,4,GATCS1A,5.0,GMAVI4A,2500.0,60.0
VBICSPT-N1,5,GMAVI4A,6.0,PAICT1A,232.0,60.0
VBICSPT-N1,6,PAICT1A,6.0,PAICT1A,0.0,0.0
VBICSPU-N1,1,BALBO1A,2.0,PBAVE4A,87.0,60.0
VBICSPU-N1,2,PBAVE4A,3.0,BGEPV1A,303.0,60.0
VBICSPU-N1,3,BGEPV1A,4.0,GATCS1A,5721.0,80.0
VBICSPU-N1,4,GATCS1A,5.0,GMAVI4A,2500.0,60.0
VBICSPU-N1,5,GMAVI4A,6.0,PAICT1A,232.0,60.0
VBICSPU-N1,6,PAICT1A,7.0,AQGCT3A,603.0,40.0
VBICSPU-N1,7,AQGCT3A,8.0,URRACCA,681.0,60.0
VBICSPU-N1,8,URRACCA,8.0,URRACCA,0.0,0.0
VBICSVV-N1,1,BALBO1A,2.0,PBAVE4A,87.0,60.0
VBICSVV-N1,2,PBAVE4A,3.0,BGEPV1A,303.0,60.0
VBICSVV-N1,3,BGEPV1A,4.0,GATCS1A,5721.0,80.0
VBICSVV-N1,4,GATCS1A,5.0,GMAVI4A,2500.0,60.0
VBICSVV-N1,5,GMAVI4A,6.0,PAICT1A,232.0,60.0
VBICSVV-N1,6,PAICT1A,7.0,MSAVE3A,2008.0,60.0
VBICSVV-N1,7,MSAVE3A,8.0,MSOCE2A,278.0,60.0
VBICSVV-N1,8,MSOCE2A,9.0,VVETK2A,534.0,60.0
VBICSVV-N1,9,VVETK2A,9.0,VVETK2A,0.0,0.0
VBID99-NA2,1,BALBO1A,2.0,PBAVE4A,87.0,60.0
VBID99-NA2,2,PBAVE4A,3.0,VGAVR2A,510.0,60.0
VBID99-NA2,3,VGAVR2A,4.0,ROOTM1A,601.0,40.0
VBID99-NA2,4,ROOTM1A,5.0,SHETM1A,655.0,60.0
VBID99-NA2,5,SHETM1A,6.0,ESTCO1A,626.0,40.0
